,set_num,name,year,theme_id,num_parts
1215,1831-2,Maersk Sealand Container Lorry,1995,70,206
1216,1836-1,Freestyle Cat,1995,399,9
1217,1837-1,Freestyle Duck,1995,399,11
1218,1838-1,Freestyle Bird,1995,399,18
1219,1839-1,Freestyle Fish,1995,399,21
1220,1840-1,Freestyle Set,1995,399,24
1221,1841-1,Plane,1999,470,15
1222,1843-1,Space/Castle Value Pack,1996,1,2
1223,1843-2,Spyrius Fold-Wing Spacecraft,1996,142,60
1224,1843-3,Royal Knight's Catapult,1996,201,46
1225,1845-1,20th Anniversary Jackpot Bucket,1993,469,717
1226,1846-1,Freestyle Set,1996,399,25
1227,1847-1,Freestyle Set,1996,399,33
1228,1850-1,Freestyle Set,1995,399,27
1229,1853-1,Navigator,1996,464,158
1230,1854-1,House with Roof-Windows ( Velux ),1996,69,152
1231,1857-1,Basic Bricks,1996,473,950
1232,1858-1,Droid Scout,1996,131,23
1233,1859-1,Sabah Promotional Set: Aeroplane,1997,468,9
1234,1860-1,Freestyle Set,1995,399,32
1235,1863-1,Freestyle Trial Set,1995,399,11
1236,1865-1,Airliner,1994,466,28
1237,1867-1,Medium Bulk Bucket,1997,469,400
1238,1868-1,Freestyle Box,1996,399,220
1239,1869-1,South African Flag,1996,468,80
1240,1870-1,Freestyle Set,1995,399,43
1242,1871-1,Pirates Cannon,1994,148,17
1243,1872-1,Imperial Guard Camp,1994,147,28
1244,1873-1,Pirate Treasure,1994,148,49
1245,1874-1,Polly Pick-Up,1993,469,141
1246,1875-1,Meteor Monitor,1990,128,32
1247,1876-1,Soil Scooper,1990,85,73
1248,1877-1,Crusader's Cart,1990,194,60
1249,1878-1,Small Bucket,1991,467,406
1250,1879-1,Large Bucket,1992,467,441
1251,1880-1,XL Bucket,1992,467,576
1252,1881-1,Small Bucket,1991,467,288
1253,1882-1,Large Bucket,1991,467,451
1254,1884-1,Small Bucket,1992,467,193
1255,1885-1,XL Bucket,1992,467,465
1256,1887-1,Scout Patrol Ship,1992,129,30
1257,1888-1,Black Knights Guardshack,1992,188,49
1258,1889-1,Pirate's Treasure Hold,1992,148,37
1259,1890-1,Octan Racer,1992,82,47
1260,1891-1,Four Set Value Pack,1992,559,4
1261,1895-1,Sky Patrol,1992,80,89
1262,1896-1,Trauma Team,1992,78,296
1268,1906-1,Majisto's Tower,1994,186,196
1275,1916-1,Starion Patrol,1993,140,23
1276,1917-1,King's Catapult,1993,188,22
1283,1924-2,Viking Line Ferry,1992,471,232
1291,1954-1,Surveillance Scooter,1995,142,23
1293,1955-1,Color Line Ferry,1993,471,244
1294,1958-1,Windsurfer,1993,83,21
1295,1959-1,Ultra-Light,1993,68,30
1306,1969-1,Mini Robot,1993,140,38
1308,1970-1,Pirate's Gun Cart,1993,148,31
1310,1971-1,Black Knight's Battering Ram,1993,188,36
1319,1978-1,Build-A-Santa,1991,227,39
1321,1979-1,Snowman,1991,227,42
1323,1980-1,Santa's Elves,1991,227,30
1326,1990-1,F1 Race Car,1993,82,35
1328,1991-1,Racing Pickup,1993,82,81
1329,1992-1,Dragsters,1993,82,103
1330,1993-1,Race Value Pack,1993,82,3
1331,1994-1,Turtle Bucket with Motor,1992,469,192
1332,1995-1,Racer,1999,470,15
1334,1998-1,Silja Line Ferry,1991,471,375
1336,20001-1,BrickMaster,2007,22,103
1337,20002-1,Fire Truck,2008,58,56
1338,20003-1,Dinosaur,2008,22,102
1339,2000409-1,Window Exploration Bag,2010,507,5200
1340,20004-1,Jungle Cruiser,2008,265,83
1341,2000413-1,Connections Kit,2010,432,2045
1342,2000414-1,Starter Kit,2010,507,239
1343,2000415-1,Identity and Landscape Kit,2010,432,1536
1353,20005-1,Winged Rahi (Klakk),2008,324,38
1354,20006-1,Clone Turbo Tank - Mini,2008,162,64
1355,20007-1,Republic Attack Cruiser - Mini,2009,162,84
1356,20008-1,Tow Truck,2009,22,79
1357,20009-1,AT-TE Walker - Mini,2009,161,94
1359,20010-1,Republic Gunship - Mini,2009,161,94
1360,20011-1,Garbage Truck,2009,22,74
1361,20012-1,Click,2009,324,33
1362,20013-1,Mini Neptune Carrier,2010,316,63
1363,20014-1,4 x 4 Dynamo,2010,22,69
1364,20015-1,Alligator,2010,22,89
1365,20016-1,Imperial Shuttle - Mini,2010,163,70
1366,20017-1,Dagger Trap,2010,271,52
1367,20018-1,AT-AT Walker - Mini,2010,163,83
1375,2008-1,Heart 2008,2008,232,92
1376,2009-2,Heart 2009,2009,232,92
1380,2010-1,Happy Holidays - The Christmas Game,2010,502,139
1395,2025-1,Boat,1999,470,12
1396,2027-1,Pen Pack Alpha,2000,501,0
1397,2032-1,Helicopter,1999,470,18
1398,2045-1,Car,1999,470,17
1399,2047-1,Plane,1999,470,13
1402,2064-1,Air Ambulance,2007,60,115
1406,2069-1,Boat,1999,470,15
1408,2075-1,Prop Plane,1999,470,14
1412,21000-1,Sears Tower,2008,252,69
1414,21001-1,John Hancock Center,2008,252,69
1415,21002-1,Empire State Building,2009,252,77
1416,21003-1,Seattle Space Needle,2009,252,57
1417,21004-1,Solomon R. Guggenheim Museum,2009,252,208
1418,21005-1,Fallingwater,2009,252,811
1419,21006-1,The White House,2010,252,560
1420,21007-1,Rockefeller Center,2010,252,240
1501,2121-1,Jack in the Box Promotional Set: Stomper,1997,468,11
1503,2122-1,Jack in the Box Promotional Set: Bob,1997,468,14
1504,2123-1,Jack in the Box Promotional Set: Spinner,1997,468,12
1505,2125-1,Green Bucket,1997,504,69
1506,2126-1,Train Cars,1997,236,382
1507,2127-1,Jack in the Box Promotional Set: Nanas,1997,468,13
1508,2129-1,Blast-Off Dragster,1997,12,63
1509,2130-1,Danone Promotional Set: Duck,1998,468,7
1521,2131-1,Danone Promotional Set: Hippo,1998,468,10
1523,2132-1,Danone Promotional Set: Cow,1998,468,10
1524,2133-1,Danone Promotional Set: Impala,1998,468,12
1525,2134-1,Danone Promotional Set: Bison,1998,468,10
1526,2135-1,Sabah Promotional Set: Aircraft,1997,468,9
1527,2136-1,Sabah Promotional Set: Airplane,1997,468,12
1528,2137-1,Sabah Promotional Set: Swamp Boat,1997,468,8
1529,2138-1,Sabah Promotional Set: Helicopter,1997,468,8
1530,2139-1,Sabah Promotional Set: Steam Liner,1998,468,12
1531,2140-1,ANWB Roadside Assistance Crew,1996,85,258
1547,2146-1,Freestyle with Storage Case,1996,399,819
1549,2147-1,Dragon Fly,1997,68,182
1551,2148-1,LEGO Truck,1997,85,105
1552,2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,85,106
1554,2149-1,Color Line Container Lorry,1997,70,184
1555,2150-1,Train Station,1996,236,609
1557,2151-1,Robo Raider,1997,138,137
1559,2152-1,Robo Raptor,1997,138,222
1560,2153-1,Robo Stalker,1997,138,279
1561,2154-1,Robo Master,1997,138,362
1562,2155-1,Aircraft,2000,467,18
1563,2156-1,Car,2000,467,17
1564,2157-1,Boat,2000,467,16
1565,2158-1,Helicopter,2000,467,10
1566,2159-1,9V Train Track Starter Collection,2006,244,24
1567,2160-1,Crystal Scavenger,1997,309,112
1569,2161-1,Aqua Dozer,1997,309,135
1570,2162-1,Hydro Reef Wrecker,1997,309,287
1571,2163-1,Sabah Promotional Set: Toucan,1997,468,9
1572,2164-1,Sabah Promotional Set: Whale,1997,468,9
1573,2165-1,Rhinocerous,1998,468,10
1574,2166-1,Animal,1998,468,10
1575,2167-1,Sabah Promotional Set: Penguin,1997,468,8
1585,2181-1,Infomaniac,1997,84,4
1589,2186-1,Seaplane,1997,399,77
1590,2187-1,Racer,1997,399,64
1591,2188-1,Speedboat,1997,399,58
1597,2199-1,Large Bulk Bucket,1997,469,466
1604,2229-1,Bucketful of Fun,1998,470,201
1605,2230-1,Helicopter and Raft,2008,59,106
1610,2234-1,Police Chase,1998,103,150
1615,2250-1,Advent Calendar 2000,2000,207,240
1616,2250-10,Advent Calendar 2000 (Day  9) Duck,2000,217,7
1617,2250-11,Advent Calendar 2000 (Day 10) Plane,2000,217,9
1618,2250-12,Advent Calendar 2000 (Day 11) Elf,2000,217,10
1619,2250-13,Advent Calendar 2000 (Day 12) Duck,2000,217,7
1620,2250-14,Advent Calendar 2000 (Day 13) Boat,2000,217,9
1621,2250-15,Advent Calendar 2000 (Day 14) Rhinocerous,2000,217,10
1622,2250-16,Advent Calendar 2000 (Day 15) Girl,2000,217,10
1623,2250-17,Advent Calendar 2000 (Day 16) Plane,2000,217,10
1624,2250-18,Advent Calendar 2000 (Day 17) Bull,2000,217,11
1625,2250-19,Advent Calendar 2000 (Day 18) Hovercraft,2000,217,10
1626,2250-2,Advent Calendar 2000 (Day  1) Plane,2000,217,12
1627,2250-20,Advent Calendar 2000 (Day 19) Christmas Bunny,2000,217,7
1628,2250-21,Advent Calendar 2000 (Day 20) Jet,2000,217,9
1629,2250-22,Advent Calendar 2000 (Day 21) Parrot,2000,217,9
1630,2250-23,Advent Calendar 2000 (Day 22) Truck,2000,217,10
1631,2250-24,Advent Calendar 2000 (Day 23) Helicopter,2000,217,8
1632,2250-25,Advent Calendar 2000 (Day 24) Santa,2000,217,11
1633,2250-3,Advent Calendar 2000 (Day  2) Snowman,2000,217,11
1634,2250-4,Advent Calendar 2000 (Day  3) Ship,2000,217,12
1635,2250-5,Advent Calendar 2000 (Day  4) Boy,2000,217,10
1636,2250-6,Advent Calendar 2000 (Day  5) Elephant,2000,217,10
1637,2250-7,Advent Calendar 2000 (Day  6) Waterplane,2000,217,10
1638,2250-8,Advent Calendar 2000 (Day  7) Giraffe,2000,217,13
1639,2250-9,Advent Calendar 2000 (Day  8) Boat,2000,217,10
1659,2304-1,Large Building Plate,1992,504,1
1701,2453-1,Large Bulk Bucket,1998,470,950
1704,2490-1,Insectoids Combi Set (Woolworth's UK promo),1998,134,3
1705,2494-1,400-Piece Purple Bucket,1998,469,400
1721,2531-1,Rescue Helicopter and Jeep,1998,83,99
1723,2532-1,Aircraft and Ground Crew,1998,68,143
1724,2535-1,Formula 1 Racing Car,1998,82,30
1725,2536-1,Divers Jet Ski,1998,86,24
1726,2537-1,Extreme Team Raft,1998,87,20
1727,2538-1,Fright Knights Fire Cart,1998,195,20
1728,2539-1,Fright Knights Flying Machine,1998,195,21
1729,2540-1,Fright Knights Catapult Cart,1998,195,26
1731,2541-1,Adventurers Car,1998,297,24
1732,2542-1,Adventurers Aeroplane,1998,297,21
1733,2543-1,Spacecraft,1998,144,18
1734,2544-1,SHELL Promotional Set: TECHNIC Microbike,1998,13,27
1736,2554-1,Formula 1 Pit Stop,1998,82,172
1737,2555-1,Swing Set,1998,323,53
1738,2556-1,Ferrari Formula 1 Racing Car,1997,278,579
1741,2584-1,Biker Bob,1998,85,15
1742,2585-1,Handcar,1998,236,27
1743,2586-1,Chess King,1998,186,26
1744,260-1,Idea Book,1990,497,0
1747,2613-1,Refuse Truck,1990,504,1
1761,2707-1,Glider,2000,468,9
1762,2708-1,Aircraft,2000,468,12
1763,2709-1,Snowmobile,1996,468,8
1764,2710-1,Helicopter,2000,468,8
1768,2718-1,Aircraft and Ground Crew,2001,68,143
1769,2719-1,Heli Monster,1999,470,9
1772,2722-1,Ship,2000,468,12
1773,2728-1,The Chopper,1999,470,11
1774,2729-1,Quattro Leg,1999,470,17
1776,2734-1,Straight Track (Straight Rails),1993,504,6
1777,2735-1,Curved Track (Curved Rails),1993,504,6
1779,2742-1,Loudspeaker,1999,470,9
1780,2743-1,Pendulum Nose,1999,470,21
1781,2744-1,Propeller Man,1999,470,10
1783,2757-1,Bad Monkey,1999,470,9
1784,2759-1,Rotor Head,1999,470,14
1786,2769-1,Aircraft and Boat,1999,83,100
1788,2774-1,Airshow (Red Tiger),1999,68,141
1789,2775-1,Bathroom,1991,504,7
1799,2824-1,Advent Calendar 2010 City,2010,208,24
1800,2824-10,Advent Calendar 2010 City (Day 9) Toy Airplane,2010,220,11
1801,2824-11,Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5
1802,2824-12,Advent Calendar 2010 City (Day 11) Fireplace,2010,220,13
1803,2824-13,Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,2010,220,14
1804,2824-14,Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15
1805,2824-15,Advent Calendar 2010 City (Day 14) Woman with Bread,2010,220,5
1806,2824-16,Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp,2010,220,13
1807,2824-17,Advent Calendar 2010 City (Day 16) Couch / Sofa,2010,220,9
1808,2824-18,Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9
1809,2824-19,Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,220,6
1810,2824-2,Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,220,11
1811,2824-20,Advent Calendar 2010 City (Day 19) Toy Train Car Red,2010,220,15
1812,2824-21,Advent Calendar 2010 City (Day 20) Toy Bulldozer,2010,220,17
1813,2824-22,Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,220,15
1814,2824-23,Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7
1815,2824-24,Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23
1816,2824-25,Advent Calendar 2010 City (Day 24) Santa Claus with Toy Train Engine,2010,220,21
1817,2824-3,Advent Calendar 2010 City (Day 2) Boy with Sword,2010,220,5
1818,2824-4,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10
1819,2824-5,Advent Calendar 2010 City (Day 4) Toy Crane,2010,220,15
1820,2824-6,Advent Calendar 2010 City (Day 5) Drum Set,2010,220,10
1821,2824-7,Advent Calendar 2010 City (Day 6) Girl with Cat,2010,220,5
1822,2824-8,Advent Calendar 2010 City (Day 7) Piano / Organ,2010,220,10
1823,2824-9,Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage,2010,220,7
1826,2840-1,Danone Promotional Set: Girl,1998,468,10
1827,2841-1,Danone Promotional Set: Boy,1998,468,9
1828,2842-1,{Basic Promotional Set},1997,468,8
1829,2845-1,Indian Chief,1997,477,20
1830,2846-1,Indian Kayak,1997,477,18
1831,2847-1,Flyer,1997,144,15
1832,2848-1,Fright Knights Flying Machine,1997,195,19
1833,2849-1,Helicopter,1997,68,20
1836,2851193-1,LEGO® Star Wars™ Darth Maul™ Watch,2009,501,0
1841,2853300-1,Space Police Collection,2009,141,5
1842,2853301-1,CITY Transport Collection,2009,63,5
1843,2853302-1,CITY Construction Collection,2009,56,4
1844,2853303-1,Bionicle Glatorian Legends Collection,2009,332,6
1845,2853508-1,LEGO Star Wars: The Visual Dictionary,2009,497,6
1846,2853590-1,Stormtrooper,2009,169,5
1847,2853835-1,White Boba Fett Figure,2010,158,5
1848,2853944-1,Astronaut,2010,598,5
1849,2854-1,Bungee Chopper,1998,3,70
1850,2855028-1,Exclusive Spaceman Magnet,2010,501,8
1854,2855127-1,LEGO Harry Potter: Years 1-4 Video Game,2010,501,0
1856,2856080-1,Storm Trooper Minifigure Clock,2010,501,0
1857,2856081-1,LEGO® Star Wars™ Darth Vader Minifigure Clock,2010,501,0
1874,2858-1,Girl with Two Cats,1999,323,5
1875,2866-1,Animal Playground,1998,504,28
1876,2870-1,Paradisa Barbeque,1997,90,21
1877,2871-1,Diver and Shark,1997,86,17
1878,2872-1,Witch and Fireplace,1997,195,19
1879,2873-1,Small Santa Claus,1997,227,9
1880,2876-1,Christmas Set,1997,227,9
1881,2878-1,Santa Claus,1997,227,16
1882,2878-2,Santa Claus Mos Burger Gift Box 1- Hawaiian Shirt Santa,2001,227,1
1883,2878-3,Santa Claus Mos Burger Gift Box 2 - Tuxedo Santa,2001,227,1
1884,2878-4,Santa Claus Mos Burger Gift Box 3 - Soccer Santa,2001,227,1
1885,2879-1,Desert Expedition,1998,297,195
1886,2880-1,Open-Top Jeep,1997,85,29
1887,2881-1,Parking Gate Attendant,1997,85,19
1888,2882-1,Speedboat,1997,77,22
1889,2883-1,Boat,1997,77,28
1890,2884-1,Microlight,1997,68,20
1891,2885-1,Ice Cream Seller,1997,75,27
1892,2886-1,Formula 1 Racing Car,1997,82,25
1893,2887-1,Petrol Station Attendant and Pump,1997,76,15
1894,2889-1,Treasure Cart,1998,190,24
1895,2890-1,Stone Bomber,1998,188,22
1896,2891-1,Wizard Trader,1998,186,18
1897,2892-1,Thunder Arrow Boat,1998,201,21
1901,2912-1,Radical Racer,2000,504,16
1903,2928-1,Airline Promotional Set,2006,53,137
1904,2928-2,Airline Promotional Set - ANA limited edition,2008,53,137
1906,2933-1,Freight Train,2000,504,79
1908,2949-1,RC Dozer,2001,504,22
1911,2962-1,Res-Q Lifeguard,1998,92,69
1912,2963-1,Extreme Team Racer,1998,87,83
1913,2964-1,Space Spider,1998,134,45
1914,2965-1,Hornet Scout,1998,134,72
1916,2981-1,Pooh's Corner,1999,504,0
1917,2982-1,Pooh's Birthday,1999,504,9
1918,2995-1,Adventurers Car & Skeleton,1998,297,69
1919,2996-1,Adventurers Tomb,1998,297,81
1920,2998-1,Stena Line Ferry,1998,471,195
1921,30000-1,Doctor With Car,2009,60,30
1922,3000-1,Trike Buggy,1999,13,30
1923,30001-1,Fireman's Car,2009,58,39
1924,30002-1,Police Boat,2009,61,30
1925,30003-1,Road Roller,2009,56,31
1926,30004-1,Battle Droid on STAP,2009,165,23
1927,30005-1,Imperial Speeder Bike,2009,169,33
1928,30006-1,Clone Walker,2009,165,31
1929,30008-1,Snowman,2009,206,44
1930,30009-1,Christmas Tree,2009,206,47
1932,30010-1,Fire Chief,2010,58,31
1933,3001-1,Kabaya Promotional Set: Propeller Buggy,1999,11,29
1934,30011-1,Police Dinghy,2010,61,16
1935,30012-1,Mini Airplane,2010,53,34
1936,30013-1,Police Quad,2010,61,30
1943,30020-1,Jet,2010,23,43
1944,30021-1,Parrot,2010,23,48
1953,30030-1,Racing Car,2010,120,29
1954,3003-1,Motorbike,1999,13,28
1955,30031-1,World Race Powerboat,2010,123,27
1956,30032-1,World Race Buggy,2010,123,35
1957,30033-1,Racing Truck,2010,120,40
1958,30034-1,Racing Tow Truck,2010,120,34
1959,30035-1,Racing Car,2010,120,30
1961,30040-1,Octopus,2010,315,42
1962,30041-1,Piranha,2010,315,45
1963,30042-1,Mini Sub,2010,315,37
1964,30050-1,Republic Attack Shuttle - Mini,2010,160,54
1965,3005-1,Kabaya Promotional Set: Car,1999,12,26
1966,30051-1,X-wing Fighter - Mini,2010,163,61
1975,30061-1,Attack Wagon,2010,196,36
1976,30062-1,Target Practice,2010,196,31
1986,30070-1,Alien Space Ship,2010,275,29
1987,30071-1,Army Jeep,2010,275,37
1988,30072-1,Woody's Camp Out,2010,275,15
1989,30073-1,Buzz's Mini Ship,2010,275,20
2019,3012-1,Space Hover,1999,144,20
2022,3013-1,Space Jet,1999,142,23
2027,3014-1,Ice Planet Scooter,1999,133,19
2030,3015-1,Space Police Car,1999,140,23
2034,3016-1,Boss with Cannon,1998,434,24
2044,3017-1,Water Spider,1998,434,25
2046,3018-1,Go! LEGO Shogun,1998,434,25
2057,3019-1,Big Bat,1998,434,23
2067,3020-1,Raft of Johnse,1998,297,18
2075,3021-1,King Pharaoh the Third,1998,297,17
2084,3022-1,Plane of Hurrykain,1998,297,23
2094,3023-1,Slyboot Car,1998,297,23
2104,3025-1,25th Anniversary Silver Bucket,1998,469,601
2113,3026-1,25th Anniversary Silver Tub,1998,469,1201
2121,3027-1,25th Anniversary Silver Bucket,1998,399,418
2131,3028-1,25th Anniversary Silver Tub,1998,399,843
2157,3032-1,Medium Bucket,1999,469,600
2159,3033-1,Basic Bulk Tub (American Version),1998,473,1200
2160,3033-2,Basic Bulk Tub (Overseas Version),2002,473,1200
2178,3038-1,Spider Slayer,1998,3,367
2179,3039-1,Adventurers Plane,1999,297,23
2185,3040-1,Challenger Set 200,1998,470,155
2188,3041-1,Big Bucket of Fun,1998,470,468
2198,3047-1,Halloween Bucket,1998,230,256
2205,3050-1,Shanghai Surprise,1999,434,108
2207,3051-1,Blaze Attack,1999,434,144
2209,3052-1,Ninja Fire Fortress,1999,434,173
2214,3053-1,Emperor's Stronghold,1999,434,335
2215,3054-1,Kelloggs Promotional Set: TECHNIC Motorcycle,1998,13,30
2217,3055-1,Adventurers Car,1998,297,21
2218,3056-1,Go-Kart,1998,82,23
2219,3057-1,Create 'n' Race - Master Builders,2000,12,106
2220,3058-1,Busy City - Master Builders (Masterbuilders),2000,97,73
2221,3059-1,Mars Mission - Master Builders (Masterbuilders),2000,93,90
2235,3066-1,Cosmos Glider,1999,93,19
2237,3067-1,Test Shuttle,1999,93,21
2238,3068-1,Radar Buggy,1999,93,25
2239,3069-1,Cosmic Wing,1999,93,23
2240,3070-1,Mosquito,1999,134,21
2241,3071-1,Light Flyer,1999,134,19
2243,3072-1,Mega Tack,1999,134,23
2244,3073-1,Booster,1999,134,21
2245,3074-1,Red Ninja's Dragon Glider,1999,434,20
2246,3075-1,Ninja Master's Boat,1999,434,21
2247,3076-1,White Ninja's Attack Cart,1999,434,23
2248,3077-1,Ninja Shogun's Small Fort,1999,434,21
2249,3078-1,Kellogg's Promotional Set: Car,1998,468,17
2250,3079-1,Kellogg's Promotional Set: Duck,1998,468,14
2251,3080-1,Kellogg's Promotional Set: Plane,1998,468,16
2253,3081-1,Kellogg's Promotional Set: Helicopter,1998,468,16
2258,3093-1,Fun Playground,2001,504,31
2342,3146-1,Carry and Shopping Accessories,1999,451,12
2343,315-1,Basic Building Set,1990,467,62
2350,3177-1,Small Car,2010,63,43
2351,3178-1,Seaplane,2010,59,101
2352,3179-1,Repair Truck,2010,63,122
2353,3180-1,Tank Truck,2010,50,221
2355,3181-1,Passenger Plane,2010,53,308
2356,3181-2,Passenger Plane - ANA Version,2010,53,296
2357,3182-1,Airport,2010,53,704
2366,3194-1,Clikits Bracelet Heart,2004,500,9
2367,3195-1,Clikits Bracelet Daisy,2004,500,9
2368,3196-1,Clikits Bracelet Star,2004,500,9
2369,3197-1,Small Aircraft,2001,466,15
2373,3219-1,TIE Fighter - Mini,2003,159,12
2376,3221-1,LEGO® City Truck,2010,63,277
2378,3222-1,Helicopter and Limousine,2010,53,250
2380,3223-1,Orange Fish,2003,204,43
2381,3225-1,Classic Train,1998,236,281
2382,3226-1,Cars and Planes,1998,399,311
2384,3233-1,Fantasy Bird,1998,399,28
2385,3234-1,Fantasy Boat,1998,399,27
2388,3243-1,Scala Kitchen,1997,301,13
2389,325-1,Basic Building Set,1990,467,109
2392,3259-1,Kanoka Launcher And Disc,2004,346,2
2397,3287-1,Takutanuva,2004,347,2
2400,3300000-1,"The Brick Apple (LEGO Store Grand Opening Set, Rockefeller Center, New York, NY)",2010,408,133
2408,3300-1,Harold the Helicopter,2006,504,6
2411,3302-1,Soccer Field,1998,462,2
2413,3303-1,Field Accessories,1998,462,50
2414,3304-1,Dutch National Player,1998,462,4
2415,3305-1,World Team Player,1998,462,4
2416,3305-2,World Team Player - Limited Edition (England),1998,462,4
2417,3305-3,World Team Player - Limited Edition (Netherlands),1998,462,4
2418,3306-1,Soccer Goalies,1998,462,8
2419,3308-1,Tribune,1998,462,85
2420,3309-1,Head Tribune,1998,462,95
2421,3310-1,Commentator and Press Box,1998,462,94
2423,3311-1,Camera Tower,1998,462,100
2424,3312-1,Medic's Station,1998,462,78
2425,3313-1,Light Poles,1998,462,101
2426,3314-1,Stadium Security,1998,462,143
2453,3317-1,German National Player,1998,462,4
2454,3318-1,English Player,1998,462,4
2455,3320-1,Austrian Player,1998,462,4
2457,3323-1,Kaufhof Promotional Set: German National Player and Ball,1998,462,5
2458,3324-1,Kaufhof Promotional Set: World Team Player and Ball,1998,462,5
2459,3330-1,Racing Car,1998,468,17
2461,3331-1,Bird,1998,468,14
2463,3332-1,Plane,1998,468,18
2464,3333-1,Helicopter,1998,468,17
2465,3340-1,Star Wars #1 - Sith Minifig Pack,2000,166,30
2467,3341-1,Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,169,25
2468,3342-1,Star Wars #3 - Troopers/Chewie Minifig Pack,2000,169,25
2469,3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,166,33
2470,3344-1,One Minifig Pack - Ninja #1,2000,434,10
